,Rating,Title,Review,Review_Date
1963,5.0,Good phone with in the budget,Good,2 July 2022
1964,4.0,OnePlus Nord C2 does not have Never Settle written on it when activating mobile,,31 March 2022
1965,4.0,Better than previous One ( Nord CE ) but not the best,Just good !,3 April 2022
1966,2.0,Average performance with okish camera,ProsFingerprint scannerRam managementConsNetwork unstablityCameraBattery,14 September 2022
1967,4.0,Oneplus always provide best performance,Oneplus always provide best performance,27 March 2022
1968,4.0,Good Phone by OnePlus,Nice phone by OnePlus. But side button is missing in OnePlus Nord cee. Thanks Amazon to fast delivery,6 March 2022
1969,4.0,Worth for value!!!,,31 March 2022
1970,4.0,Good,Good,1 April 2022
1971,5.0,Very good phone but camera and battery disappointed ☹️,,2 July 2022
1972,2.0,Not worth the money,"it's over expensive, what redmi launched in 2020 they , one plus launched in 2022, same specifications with much higher price",2 September 2022
1973,5.0,Best camera in this price segment,Nice color... Camera is awsome..no lag olease update the phone before using,20 June 2022
1974,5.0,Overall phone is good in compare to MI note series,All things are good. May be they can work on battery capacity but good thing is that battery get full charged (15% to 100%) within 35-40 min.,29 May 2022
1975,2.0,Not value for money...,Very much disoppointed after purchasing this one plus nord 2 .. its a basic phone ..no. of apps not working properly.anybody can get all this in a 15. 20k on ANY MI phones..,24 August 2022
1976,4.0,Wow,Nice mobile from one plus battery is little disappointed overall good mobile,17 March 2022
1977,5.0,Absolutely amazing,"I've been using this for a few days now , absolutely love the user experience . I switched from mi to one plus . I love iy",30 May 2022
1978,5.0,Oneplus is committed to deliver what finds it the ever best,I literally dislike to post any such dislike observed in this mobile during my use till date.. Absolutely wonder in every aspect. Great performance recorded against all devices I have used so far since 2002. Total worth for your every penny. Not meant to burn a hole in one's pocket.. Great deal. Thnx.. oneplus# No.1Oneplus,24 April 2022
1979,4.0,Worth buying,"Worth product but can feel the hang. Handy phone, superfast charging, extraordinary display and touch feel, sound quality is clear too.",2 March 2022
1980,3.0,Camera quality doesn't meet one plus name,Not Happy with its battery lifeAnd Camera quantity,Reviewed in India 🇮🇳 on 1 June 2022
1981,3.0,Good phone with some feature missing but may not impact all.,Good phoneIssue:1.One hand mode not available2.Torch intensity is very less and not custom.3. You have to awake phone before using thumb.4. Auto speaker mode not available.Else good phone with good camera and running smoothly.,Reviewed in India 🇮🇳 on 12 May 2022
1982,3.0,Battery drains a little fast during internet activities,Battery drains only a little fast during internet activities. Everything else is superb. Can ignore battery issue if like one plus,Reviewed in India 🇮🇳 on 24 May 2022
1983,5.0,very nice,good phone,Reviewed in India 🇮🇳 on 2 July 2022
1984,5.0,Good,Good,Reviewed in India 🇮🇳 on 3 July 2022
1985,5.0,Best phone,,Reviewed in India 🇮🇳 on 1 July 2022
1986,5.0,Good,Excellent ☺️,Reviewed in India 🇮🇳 on 29 June 2022
1987,4.0,WISH THE BATTERY WAS A TINY BIT BIGGER,I have no other complaint except the battery is a bit small lasting a day barely with 8-9% left.,Reviewed in India 🇮🇳 on 2 March 2022
1988,5.0,No auto call recorder,All r good,Reviewed in India 🇮🇳 on 2 July 2022
1989,5.0,Nice,Nice,Reviewed in India 🇮🇳 on 1 July 2022
1990,5.0,OnePlus,Phones performance is very good it has very good battery life and camera quality is good in this range of price the phone is good if someone wants to buy they can buy.,21 May 2022
1991,4.0,Excellent,"The media could not be loaded.
                



 Fingerprint-4starBattery 3.5 starCamera 4atar",24 March 2022
1992,4.0,Camera quality is avg at night time. In day light perform gud,"Fingerpry sensor up to the mark, battery is also good but camera is avg.",13 March 2022
1993,5.0,Nice Product,Nice Product,29 June 2022
1994,4.0,Good Phone.,"Good look, good battery life, little low volume as only one speaker. Screen performance is very nice. Camera is good in day time.",27 February 2022
1995,5.0,Good,Good,2 July 2022
1996,3.0,Memory card not support on slot,"It's nice mobile but the features it's shown about dedicated simcard slot is totally faild i hv insert 2 sim n micro sd card but after half or 1 hour sd card is got invisible,it's not showing on file manager , i did complaint against it n i got replacement too but the problem is same means it's failed on this, i have taken this mobile because of this feature only  n m totally disappointed",25 March 2022
1997,5.0,Good,Very Good Phone Oneplus,30 June 2022
1998,3.0,Just an average phone.,Battery : 8/10Camera : 6/10Screen resolution :8/10Finger print : 8/10Call recording notification : 0/10 ( hell with privacy)Heating : NO issue at allRam Boost : YesHDR 10 Support : YesCharging speed:10/10Best things : Memory card slot + Headphones jackCan be better :1. Need huge improvement in camera module.(must)2. Could have used better chipset.3. Phone hangs something while watching movies/ videos. Even in YouTube.4.Allow oneplus dialer instead of stock google so that we can start call recording without notifying. (must),13 March 2022
1999,5.0,Fantastic,Fantastic,1 July 2022
2000,5.0,Super,Best,Reviewed in India 🇮🇳 on 1 July 2022
2001,5.0,Excellent product,Excellent performance and camera quality is beautiful,Reviewed in India 🇮🇳 on 25 June 2022
2002,4.0,Decent one at this price range,Just. Ok or i can say a decent one at this price range. But don't expect too much.,Reviewed in India 🇮🇳 on 4 March 2022
2003,3.0,Battery backup issue,Wrost battery backup....after full charge it will give only 12 hour backup. Not a good deal in 25000.,Reviewed in India 🇮🇳 on 22 May 2022
2004,5.0,Comments,Please improve the battery quality...,Reviewed in India 🇮🇳 on 26 June 2022
2005,4.0,Battery life km h,"Fingerprint nice, camera not best",Reviewed in India 🇮🇳 on 25 March 2022
2006,4.0,Gaming,Like charging but dislike 4500 only batteryMinimum 5000,Reviewed in India 🇮🇳 on 19 March 2022
2007,5.0,Awesome,"The media could not be loaded.
                



 I am using 1 month awesome performance",Reviewed in India 🇮🇳 on 9 July 2022
2008,4.0,Everything thing is good but phone got heated up during charging and gaming,Like design of phoneBut it is heating up during charging and gaming,Reviewed in India 🇮🇳 on 14 March 2022
2009,3.0,The phone doesn't charge in 15 min. Even in aeroplane mode it tools about 35-40 min,"The battery is not good enough, camera is good at this price point",Reviewed in India 🇮🇳 on 26 May 2022
2010,3.0,Not Bad,Battery Backup is not Good it's getting down when net was connected.,Reviewed in India 🇮🇳 on 26 May 2022
2011,5.0,Speed okay,Camera,Reviewed in India 🇮🇳 on 2 July 2022
2012,2.0,Very Good Product,Sup Battery Life,Reviewed in India 🇮🇳 on 19 September 2022
2013,2.0,Android auto not working.,Android auto not working when connect with car. for same 6-7 times visited service center but problem not solved by service center engineer. Engineer said the problem will be fixed with new software update and received 2 update after that but problem still persist.,Reviewed in India 🇮🇳 on 16 August 2022
2014,5.0,Very good Oneplus phn,Awesome product,Reviewed in India 🇮🇳 on 30 June 2022
2015,5.0,Best phone,,Reviewed in India 🇮🇳 on 28 June 2022
2016,5.0,"Everything is good, but little bit issue in camera",And over All Good,Reviewed in India 🇮🇳 on 26 June 2022
2017,5.0,Leading mobile in market,"Almost all features r good in this, only negative is selfie camera is not satisfying",Reviewed in India 🇮🇳 on 17 June 2022
2018,5.0,Battery,All good,Reviewed in India 🇮🇳 on 1 July 2022
2019,4.0,Valuable product under 25k,Camera is as aspects working.. Battery backup is lit bit less. Overall ok,Reviewed in India 🇮🇳 on 13 March 2022
2020,5.0,Best phone,Nice phone,Reviewed in India 🇮🇳 on 29 June 2022
2021,4.0,Slimest phone,"Super slimest phone, super display",Reviewed in India 🇮🇳 on 25 March 2022
2022,5.0,It's good wish it had dual speaker but ok loved it,Lovely,Reviewed in India 🇮🇳 on 30 June 2022
2023,4.0,Design,Camara quility is not good,Reviewed in India 🇮🇳 on 24 March 2022
2024,4.0,Good,Good,Reviewed in India 🇮🇳 on 29 March 2022
2025,3.0,"Disappointing Camera , battery ok ok","Battery is ok ok, camera quality is very poor. I had moto one fusion + which I baught for 16k, which had better battery and an awesome camera",Reviewed in India 🇮🇳 on 15 May 2022
2026,5.0,Bamper set,Exlent,Reviewed in India 🇮🇳 on 30 June 2022
2027,4.0,Wort it,Camera is much better than other brand at this price range and I am satisfied with this phone,Reviewed in India 🇮🇳 on 4 March 2022
2028,4.0,Nice phone,"Camera, battery is not too good.",Reviewed in India 🇮🇳 on 22 March 2022
2029,5.0,OnePlus,The best mobile in this price and OnePlus maintain to keep brand never settle,Reviewed in India 🇮🇳 on 15 June 2022
2030,4.0,ব্যাটারি চার্জ ভাল থাকছে না,Very good hand set but batary charg not enufhh,18 March 2022
2031,5.0,Amazing smartphone,I am happy with the product. It has longer battery life with super fast charging.Lightweight with good camera.,7 June 2022
2032,2.0,Not Worth it in the flagship of OnePlus,Not a worthy phone in the flagship of OnePlus. I exchanged my OnePlus 6 against this. Sometimes it stucked sometime automatically silent on notifications.,28 August 2022
2033,4.0,Good mobile. It could have come with latest Android version.,Good mobile. It could have come with latest Android version. Experience is good so far...Quick 1 day delivery from Amazon too...,26 February 2022
2034,3.0,Worst phone ever,I'm writing this review after using 30 days !!!Be to honest this is normal Android phoneIt's not like OnePlusCamera quality very lowSound also lowOverheatingBattery 🔋 backup ok !!! For one day normal use itsOverall price it High for this handset not worth for moneyIf u really wanna buy OnePlus ho for higher end modelI'm first time buying OnePlusComplete disappointment,30 March 2022
2035,5.0,Value for money...,Good product 👍,29 June 2022
2036,5.0,Nice phone,Nice phone,29 June 2022
2037,5.0,good,good,2 July 2022
2038,5.0,Value for money,Awesome phone from oneplus,27 June 2022
2039,4.0,Best phone under 25k.👍,Best phone under 25k.it's camera too good.display also Good.charging Is so fast.i am satisfied with this price range😍😍,1 March 2022
2040,3.0,Hotspots not working,Major problem in this phone is hotspots not working properly,28 May 2022
2041,5.0,Ny,Good,29 June 2022
2042,5.0,Nice fast delivery tq Amazon ❤️,,28 June 2022
2043,5.0,"Very good experience with this mobile, thank you Amazon for on time delivery.",Excellent,30 June 2022
2044,5.0,Camera quality good but mostly go on mute automatically by touching through cheeks,,28 June 2022
2045,5.0,Fast Charging,"I am loving it. Fast charging, low response time, good battery life. Jaisa suna tha us se jayada achha paaya.1+ is the best.",1 June 2022
